,title,category,description,current_funding_amount,percentage,target_funding_amount,supporter
476,"한복의 새로운 탄생, <하나의> 한복점프수트",의류,"한복의 새로운 탄생, <하나의> 점프수트",34200000,3420,500000,210
477,쉽게 만드는 누아르풍 웹툰과 일러스트 소재&효과,웹툰 리소스,현대 누아르를 쉽고 간편하게 브러쉬와 3D소재로 연출해보세요!,17095000,3419,500000,524
478,웹툰을 위한 스케치업 프로젝트 - 대학교,웹툰 리소스,작가님들과 지망생분들의 웹툰창작을 돕는 배경,33900000,3390,500000,339
479,"타로카드, 내 몸에 지니는 주얼리가 되다",주얼리,당신에 가장 가까이에 타로카드 주얼리를 지녀보세요.,16948000,3389,500000,255
480,신비롭고 달콤한 연금술의 묘약<엘릭서>,향수 · 뷰티,기묘한 연금술의 묘약!신비의 숲에서 따온 야생 허브와 따사로운 햇살의 싱그러움을 담은 향수,16843250,3368,500000,393
481,"10대 역술인 김사주와 만드는 “개인 맞춤형 운명 책자""",출판,대한민국 10대 역술인 김사주 김구열선생님께서 개인 맞춤 운명 책자를 만들어 드립니다.,33657000,3365,500000,984
482,'일상의 모험가'들에게 영감을 주는 향기 <원더러스트>,향수 · 뷰티,대항해의 모험과 마르코폴로의 여정이 담긴 향기로 '당신의 새로운 시작'을 응원합니다!,16779900,3355,500000,294
483,나답게 일하고 싶은 사람들에게 <퍼스널 브랜딩 툴킷>,디자인 문구,"나를 표현하는 언어와 스토리가 필요할 때, 나만의 정체성을 명확하게 정리하는 도구",16692350,3338,500000,300
484,나만의 스타일로 만드는 스토리 '웹소설 워크북',출판,나만의 스토리 조합으로 한 편의 이야기가 뚝딱! 로맨스 웹소설 워크북,16684800,3336,500000,989
485,인어도감 연재작 '인어기행문' 제 3권,예술,"환상 속 생명체 인어가 실재했다면, 그들을 기록한 누군가가 있었다면?",29995000,3332,500000,811
486,[웹툰]사계절 유럽(판타지)마을 (외관+실내3종),웹툰 리소스,사계절 표현이 가능한 유럽 혹은 판타지 배경의 수로가 있는 마을입니다.,33180000,3318,500000,420
487,웹툰과 일러스트를 위한 의상 패턴 소재,웹툰 리소스,더 효율적인 작업을 위한 의상 패턴 소재입니다. 로판 장르에 어울립니다.,3310000,3310,500000,333
488,"내 손 안에 새롭게 깃든 신, <Ring of honor>",잡화,해당 프로젝트는 그리스 로마 신화에 등장한 신들을 젠더리스하게 풀어낸 반지 시리즈입니다.,33096000,3309,500000,184
489,"타투처럼 영원히 몸에 새기고싶은 향, 야생 백장미 향수",향수 · 뷰티,"물위에 핀 새하얀 야생장미 Rose L'eau 향수. 향기를 새기는 타투샵, 스튜디오오도르",16488500,3297,500000,373
490,레몬 짓이긴 샹그리아에 '석양'의 향기를 담다. -레몬발루,향수 · 뷰티,향기로 훌쩍 떠나는 전세계 호텔여행! 무료한 오늘을 보내고있는 당신을 위한 방구석 호텔트립,16434000,3286,500000,418
491,바른자세 무중력 소프트 방석v2,홈 · 리빙,평범했던 내의자엔 무중력 소프트 방석!,32819500,3281,500000,723
492,실무자가 알려주는 굿즈 제조업체 500선,출판,"초보자부터 프로까지 누구나 바로 써먹는 실전 책ㅣ전국 제조 업체, 용어, 단가 총 정리!",65637800,3281,500000,2291
493,"""암시반지"" 세상에 하나뿐인 내가 보는 각인반지.",주얼리,보이지 않는 곳에 나의 이야기 새긴 적 있지 않나요? 내가 보는 '암시반지'를 소개합니다.,16342000,3268,500000,360
494,로맨스 판타지 웹툰을 위한 패턴과 문양브러쉬,웹툰 리소스,로맨스판타지 류 일러스트와 웹툰을 좀 더 화려하고 예쁘게 장식해줄 패턴과 문양들,65291000,3264,500000,1499
495,판타지용 가문문장 만들기 소스 100종,웹툰 리소스,웹툰이나 일러스트에 사용되는 가문의 문장들을 쉽게 만들 수 있는 이미지 소스입니다.,16321000,3264,500000,565
496,"전국을 발로 뛰어 만들어낸 ""극한떡볶이""",푸드,"떡볶이를 너무 사랑한 나머지, 전국을 돌아다니는 것만으로도 모자라 떡볶이를 제작했습니다.",16219200,3243,500000,687
497,(투닥토닥) 스케치업 프로젝트 No.22 _ 복합쇼핑몰,웹툰 리소스,웹툰 배경 복합쇼핑몰,32140000,3214,500000,304
498,하루 한 포로 스트레스 없는 다이어트: 투유투디 더블다운,푸드,하루 한포로 “체지방” 과 다이어트로 인한“부작용”을 한 번에 다운 “투유투디 더블다운”,64154000,3207,500000,1176
499,초콜릿 산지별로 즐기는 싱글오리진 아이스초코,푸드,최상급 싱글오리진 초콜릿으로 즐기는 프리미엄 아이스초코,16022500,3204,500000,466
500,"페미니즘 그 세번째, THE FUTURE IS FEMALE",잡화,순수익금의 60%는 한국 성폭력 위기센터에 후원됩니다.,9596500,3198,500000,445
501,고양이 꼬부기&쵸비 모찌인형,캐릭터 · 굿즈,꼬부기 쵸비 ★모찌인형★입니다. 말랑말랑 모찌모찌.,318837357,3188,500000,5133
502,생초콜릿을 통째로 구웠다?? 핵꾸덕 트러플갸또,푸드,생초콜릿을 통째로 구웠다!! 진짜 초콜릿다운 케이크를 소개 합니다.,3188200,3188,500000,125
503,"'비트윈'의 두번째 캐릭터 쿠션, <메리>",캐릭터 · 굿즈,"국민 커플앱 '비트윈'의 1등 여친 캐릭터, 메리 쿠션!",95462624,3182,500000,1999
504,[스케치업 웹툰] 사극 프로젝트 - 읍성편,웹툰 리소스,"저잣거리, 농촌 초가마을, 양반가, 강가, 성, 외곽 등이 포함된 사극(읍성)세트 입니다.",31741000,3174,500000,236
505,아홉번 매혹되는 포근한 향기2(구미호가 품은 살냄새 향수),향수 · 뷰티,<전생에 구미호였던 여자의 운명 같은 사랑을 담은 향수>,15799000,3159,500000,288
506,"모든 여성에게 어울리는, 가장 보통의 수트",의류,"지금까지 볼 수 없었던, 여성을 위한 가장 완벽한 테일러드 수트를 소개합니다.",31575000,3157,500000,141
507,스냅툰X이해공간_19세기 런던#1 트라팔가 광장과 시내거리,웹툰 리소스,"유럽 소재의 단골배경인 영국, 그 중심지인 런던을 구현하고있습니다.",31539000,3153,500000,227
508,"<멍이냥이 약 사용설명서> 강아지,고양이에게 꼭 필요한 약",출판,"강아지,고양이를 키우며 꼭 필요한 약을 이야기한 '멍이냥이 약 사용설명서'펀딩프로젝트입니다",6304000,3152,500000,252
509,한국 뮤지컬의 기록 <더뮤지컬 아카이브:2000-2020>,출판,뮤지컬 전문 매거진 <더뮤지컬>의 20년을 기록한 뮤지컬 배우 및 스태프 인터뷰 화보집,157307000,3146,500000,3621
510,"기존에 없던 새로운 장르의 가방, 트렁크 백",잡화,그 어디에서도 본적 없는 유일한 가방 트렁크로 낭만 가득한 추억을 만들어보시기 바랍니다.,31374000,3137,500000,101
511,물 뜨러 가기 귀찮은 사람들을 위한 1L 빨대머그컵,홈 · 리빙,대용량 도자기 머그컵에 세리세라의 색감을 담은 대용량 빨대머그컵입니다.,31292000,3129,500000,587
512,주택가 + 공원 + 놀이터 우리동네 1.0 #스케치업 배경,웹툰 리소스,#가볍고 퀄리티높은 #스케치업 웹툰배경 #우리동네 1.0 주택가 + 놀이터 + 공원,62569000,3128,500000,483
513,스케치업 웹툰배경 경복궁 프로젝트 1탄,웹툰 리소스,스케치업 웹툰배경 경복궁 프로젝트1탄 입니다.,31280000,3128,500000,256
514,의사들이 직접 만든 구급함 [우리집 미니 응급실],테크 · 가전,"살면서 마주하는 다양한 응급상황들, 닥터25 응급키트로 든든하게 대비하세요!",31187300,3118,500000,603
515,"알렉스텀블러, 텀블러 장인의 걸작",홈 · 리빙,텀블러 장인이 고심끝에 완성한 예쁘고 실용적인 텀블러.,93519000,3117,500000,2182
516,"발끝에서 먼저 만나는 봄, 양말 패키지",잡화,"봄을 기다리는 마음을 담아 , 기나긴 겨울을 지루하지않게",15465800,3093,500000,675
517,추억 소환 프로젝트 - 8090 거리 + 집,웹툰 리소스,80년대 중반 - 90년대 초반 기준 과거 거리와 집 시리즈,15434000,3086,500000,204
518,"[톤포투] 여성용 항균 드로즈, 그랑프리",의류,"디자인과 기능성을 모두 잡은 여성용 스포츠 드로즈, 그랑프리 드로즈.",30811000,3081,500000,586
519,시간을 확 줄여주는 <구글 스프레드시트> 공략집과 강의,테크 · 가전,활용도 500%! 엑셀보다 훨씬 편한 <구글 스프레드시트> 꿀팁을 담은 전자책과 강의,15376800,3075,500000,801
520,나의 초콜릿 이야기 I'm chocolate,푸드,최고급 초콜릿으로 만든 아임 초콜릿의 수제초콜릿 시리즈 입니다.,6135380,3067,500000,20
521,손으로 그린듯 배경 업그레이드! 스케치업 만능 웹툰 스타일,웹툰 리소스,[스케치업/포토샵/클립] 원클릭! 손으로 그린듯 배경 업그레이드!,30661000,3066,500000,684
522,[싱스테이] 마스코트 '싱숭이'의 단짝 친구를 찾습니다!,디자인 문구,보기만해도 힐링되는 싱숭이의 하우스메이트가 되어주세요 :),30589270,3058,500000,711
523,조선시대 민간에서 보던 알기 쉬운 사주 <조선점술서>,출판,조선시대 민간 사이에서 유행한 당사주를 현대식으로 기재한 도감형 점술서입니다,45797500,3053,500000,2620
524,"누군지 몰라서 더 기대될 거에요, 익명 우편 UNKNOWN",출판,"이름도, 나이도 모르는 누군가의 편지 한 통이 매주 한 번, 당신의 집으로 찾아갑니다.",30550900,3055,500000,3120
525,"문학의 숲을 그리다, 한국 근대 여성 문학가 잉크",디자인 문구,한국 근대 여성 문학가 4인의 작품을 색으로 표현한 만년필/드로잉 잉크와 작품 필사집,30487500,3048,500000,547
526,"물 먹은 별이, 반짝, 정지용 시인 잉크",디자인 문구,정지용 시인의 작품 속 시어들을 색으로 표현한 딥펜/만년필/드로잉 잉크,30433400,3043,500000,529
527,[꿀광-씨패드] 패드로 LED 같이 환한 얼굴 가져보세요!,향수 · 뷰티,"수분과 보습은 기본, 피부에 환한 LED 조명을 탁! 켜놓은 듯 빛나는 꿀광 피부 프로젝트",16060800,3212,500000,451
528,"마법같은 이펙트의 매력, 'FX 드로잉 가이드북'",출판,"매력적인 이펙트에 푹 빠져 보세요! 이펙트의 원리, 드로잉, 아트워크를 모았습니다.",24089000,3011,500000,1154
529,[DOOGY의 웹툰배경] 도심속의 달동네 3 SET,웹툰 리소스,"도심속의 달동네 A,B,C 3종 세트와 도시원경 스케치업으로 조성하였습니다.",30101000,3010,500000,220
530,[앵콜] 캐리어? 백팩? 고민 끝! 캐리어와 백팩을 하나로,잡화,캐리어의 수납성과 백팩의 휴대성을 하나로 모은 '캐리어 백팩',29942000,2994,500000,189
531,세상에 모든 길냥이가 행복해지길 '행복한 길냥이 뱃지',캐릭터 · 굿즈,세상에 모든 길냥이들이 행복하기를 바라는 마음으로 [행복한 길냥이] 뱃지를 제작합니다.,29854055,2985,500000,1829
532,귀여운건 크게 보자! 뱁새인형쿠션,캐릭터 · 굿즈,뱁새덕후의 두번째 프로젝트! 왕 크니까 왕 좋은 뱁새인형 쿠션&큐티뽀짝 키링이에요!,14921000,2984,500000,559
533,너무 추워서 버선을 못 버선 수족냉증러를 위한 '수면버선',잡화,전통 누비버선의 방식을 가져와 누빔에 벨보아를 합쳐 독특한 재미가 있는 귀여운 '버선담요',14849800,2969,500000,349
534,[유기견보호소] 모두 사지않고 입양하는 날이 올때까지,홈 · 리빙,모든 유기견이 입양을 가는 그날 까지 비컴패밀리가 함께 노력하겠습니다.,14849000,2969,500000,787
535,한국의 신神과 세계의 신이 모두 모였다. '다양하神' 3부,출판,한국의 신을 모은 신神 사전 <우리네 다양하神>. 세계의 신을 모은 전작들도 함께 합니다.,89080222,2969,500000,2899
536,당신께 드리는 작은선물 '일상의 트렌치코트',의류,가격 거품을 걷어낸 '일상의 트렌치코트' 입니다.,59325000,2966,500000,953
537,웹툰 스케치업 배경 - 사건25시 7탄 - 연구,웹툰 리소스,웹툰 배경으로 사용할 연구실입니다.,8890000,2963,500000,254
538,"쌀쌀한 가을, 그리고 '일상의 트렌치코트 ver.2'",의류,로버블의 베스트 아이템 '일상의 트렌치코트'가 새롭게 다시 태어났습니다!:),59133000,2956,500000,893
539,"내 몸과 가까운 애착 한복, 포근텐셀 패딩한복 3종세트",의류,"몸 실루엣을 아름답게 살려주며 편안한 텐셀 한복재킷,누비 양면치마, 솜바지를 소개합니다",29535000,2953,500000,161
540,"어른들의 지적 성장 도전기, 자기계발 학습지 [쓸모]",출판,일주일에 한 권 어른들의 지적 성장 도전기! 매주 쌓이는 상식과 소소하지만 확실한 성취감!,29415000,2941,500000,717
541,굿즈제작러들에게 필요한 지식<굿즈 제작의 모든것>,출판,"단시간안에 굿즈에 대한 개념, 종류, 평균 단가 등 알려드리는 전자책 프로젝트입니다.",14670000,2934,500000,660
542,로판 속 다양한 계급 및 직업별 의상을 위한 부티크,웹툰 리소스,심플&복잡한 디자인까지 직업별 및 계급별로 세분화 된 다양한 의상 소재를 소개해요,14666000,2933,500000,322
543,2018년을 정리하는 100가지 질문 <연말정산>,출판,2018년을 정리하는 100가지 질문으로 당신의 한 해를 돌아봅니다. <연말정산>,14652500,2930,500000,787
544,For Free silver ring,잡화,여성주의 연사 초청비용 마련 및 페미니즘에 대한 인식재고를 위한 프로젝트입니다.,292000,2920,500000,17
545,[DOOGY의 웹툰배경] 야경이 멋진 도시 홍콩,웹툰 리소스,홍콩거리와 홍콩원경을 제작해 보았습니다.,29160000,2916,500000,279
546,<언제나 절망이 같이 있어줍니다.> 만화 단행본 제작,웹툰 · 만화,<언제나 절망이 같이 있어줍니다.> 만화 단행본 제작,29135000,2913,500000,830
547,미식가의 필독서! <미식 잡학 사전> 출판,푸드,화제의 베스트셀러 국내 상륙! 미식에 관한 모든 정보가 담긴 책!,58168000,2908,500000,745
548,'그' 체리는 어떤 향기일까? <아임 리얼 체리 향수>,향수 · 뷰티,"아임리얼멜론향수 후속작! 과연 그 '체리'는 무슨 향기일까? 진짜체리향가득, 아임리얼체리!",14532100,2906,500000,546
549,뭉근한 우유거품과 달콤한 카라멜 홍차향기로 포근한 겨울을.,향수 · 뷰티,뽀얀 베이지 밀크빛 카라멜 홍차 향기. 달콤 쌉싸름 슬라이향수로 포근한 겨울을 만끽하세요!,14464000,2892,500000,382
550,더 나은 내년을 위한 102가지 질문 <매년 쓰는 자서전>,출판,2020년의 나를 돌아보고 기록하며 더 나은 내년을 준비하는 자서전입니다.,28924000,2892,500000,1651
