index,title,category,current_funding_amount,percentage,target_funding_amount,supporter,description,result,title_len,intro_len
4765,당신의 인생에서 가장 중요한 단어는 무엇인가요?,사진,8896000,444,20036,332,100명의 사람들이 답한 '자신의 인생에서 가장 중요한 단어와 그 이유'를 엮은 책입니다.,1,27,51.0
4766,캐주얼함과 포멀함 그 사이 '80수 이중단작 셔츠',의류,2223500,444,500000,53,단추를 숨겨주는 이중단작 디자인 셔츠입니다,1,29,24.0
4767,매거진 <무비 페미니즘> 창간호,출판,13337777,444,30040,767,"페미니즘으로 영화를 읽고, 영화로 페미니즘을 봅니다.",1,18,30.0
4768,"[오픈앤플레이] 캥거루들의 무한 점핑 레이스, 빌라봉!",보드게임 · TRPG,4444200,444,10009,118,영국 작가 Eric Solomon의 Billabong을 새로운 그래픽으로 다시 선보입니다.,1,31,51.0
4769,심쿵 하는 귀염뽀쟉 [아지네마을] 양말 ♥,잡화,4442000,444,10004,214,'아지네마을' 견사비용을 마련하기 위한 펀딩,1,24,25.0
4770,울트라바이올렛 귀걸이,주얼리,222000,444,500,11,2018 팬톤컬러 <울트라바이올렛> 테마의 고급스러운 귀걸이입니다.,1,12,38.0
4771,"100년전 인도 페미니스트가 쓴 환상동화, '술타나의 꿈'",출판,4437100,443,1000000,315,여자들이 나라를 다스리는 '레이디랜드'로 초대합니다.,1,33,30.0
4772,따사한 보사노바의 정취를 담은 <2022 캘린더-포스터북>,디자인 문구,2218000,443,5006,82,삼바에 모던재즈 한 스푼. 보사노바처럼 따사한 하루만 모아 만든 2022 캘린더-포스터북.,1,33,51.0
4773,판타지 항구 마을,웹툰 리소스,4436000,443,10013,57,무역이 이뤄지고 있는 판타지 항구 마을을 연출해 보았습니다.,1,10,34.0
4774,붙이세요! 타투 스티커 [카툰타투],잡화,4435500,443,10012,223,즐거운 그림 친구들이 내 손목 위로!,1,20,21.0
4775,"수학으로 꿴 옷, 피타고라스의 옷장",의류,2217212,443,500000,26,수학으로 꿴옷 피타고라스의 옷장입니다.,1,20,22.0
4776,행복한 맛을 꿈꾸는 호시탐탐의 테린느,푸드,2217200,443,5004,58,꾸덕한 브라우니와 치즈케이크의 식감! 호시탐탐의 테린느!!!,1,21,34.0
4777,오늘도 수고한 나를 위한 15분 힐링타임 ☞ 마타인센스♬,홈 · 리빙,4434000,443,10009,142,"국내 향방에서 직접 인센스를 생산하며, 향기를 통한 새로운 일상을 선물하고자 합니다.",1,32,48.0
4778,나의 고양이를 위한 의자 아래 숨어숨어 집 '꼬마 하우스',반려동물,3325000,443,750000,83,사랑하는 나의 고양이를 위한 숨어숨어 집. 집사의 의자 아래 쏙 자리잡은 '꼬마하우스',1,33,49.0
4779,나는 익명이고 너를 조아해! 힐링아이콘 익명이 석고방향제,홈 · 리빙,4433000,443,1000000,157,힐링의 아이콘 익명이가 이번엔 향기로운 아로마와 함께 돌아왔습니다!,1,32,38.0
4780,편집디자이너들의 이야기 <월간편디>,출판,11081616,443,25014,581,국내 최초 편집디자이너의 편집디자이너에 의한 편집디자이너를 위한 잡지 <월간편디>입니다.,1,20,50.0
4781,추석 선물하기 딱 좋은 분코 프리미엄 비건 치약 선물세트,홈 · 리빙,2215800,443,5001,87,2018년 추석을 맞아 프리미엄 비건 치약 선물세트를 한정판으로 선보입니다.,1,32,43.0
4782,"어른들의 월간 영어 학습지 ""호호네 브런치"" 7월호",출판,2215600,443,500000,26,"매달 새로 만드는, 성인 영어 학습지, 월간 ""호호네 브런치"" 26권 - 7월호 입니다.",1,29,50.0
4783,로드오브히어로즈 x 케이엘피코리아의 첫 공식 굿즈 회중시계,캐릭터 · 굿즈,217098870,443,49000000,3689,로드 오브 히어로즈와 케이엘피코리아가 함께한 공식 굿즈 회중시계입니다.,1,33,40.0
4784,11월의 루이보스 - 아프리카의 봄 그리고 우리의 가을,푸드,4429500,442,10021,131,루이보스 전문 브랜드 '위아루이'가 소개하는 11월의 루이보스!,1,31,36.0
4785,대학에서 싸우는 여자들,출판,8856000,442,2000000,437,대학 페미니즘 운동 아카이빙 프로젝트[대학에서 싸우는 여자들]을 책으로 출간하고자 합니다.,1,13,51.0
4786,"고흐의 색을 품은 작고 특별한 일상가방, 비으비와 슴슴백",잡화,2213900,442,5008,31,"당신을 위한 작은 특별함, 가볍고 독특한 재질과 색으로 다양한 연출이 가능한 미니백입니다.",1,32,51.0
4787,"""다른 건.. 그냥 다른 거야."" 그림 동화책 <투명행성>",출판,4425000,442,10011,70,투명한 사람들이 사는 세계가 있다면? 투명행성에서 펼쳐지는 다르지만 같은 아이들의 이야기,1,33,50.0
4788,감각적인 그녀의 보석함 속 진주 귀걸이,주얼리,1327200,442,300000,49,오래전 부터 장신구로 사용되어 온 진주를 새로운 감각으로 재해석한 진주 귀걸이 입니다.,1,22,49.0
4789,세종대왕을 향수로 가을/겨울 남녀공용향수 샌달우드향,향수 · 뷰티,4422000,442,10004,110,"세종대왕을 향으로 표현한 향수, 니치향수에서 사용하는 천연 샌달우드 에센셜오일 함유",1,29,47.0
4790,카피레프트 톨스토이 어깨에 올라타다,출판,4422000,442,10004,89,이 책에 실려있는 작가들의 단편소설을 누구나 상업적으로 무상공유하여 2차적 저작권 만듦,1,20,49.0
4791,[앵콜] 루이어페일즈 이태리 체인 반지,주얼리,2211000,442,5002,83,실용적인 주얼리 디자인을 추구하는 루이어페일즈의 [앵콜] 펀딩작 이태리 체인 레이어드링,1,22,49.0
4792,"잠을 입고, 잠에 기대다 : 새로운 잠의 맛",의류,5306000,442,12004,47,새로운 잠의 맛으로 인도합니다 : Taste of Sleep,1,25,34.0
4793,행복해도 괜찮은 <나만의 방이 필요해>,출판,2210000,442,5000,75,행복하면 죄책감을 느끼는 사람을 위한 '내 방 찾기 에세이',1,22,34.0
4794,"LOVE THERE, 제이레브 원석 시리즈",주얼리,884000,442,2000,27,손으로 꼼지락 거리기를 좋아하는 제이레브입니다. 예쁜 아이들 예쁜 마음으로 데려가주세요!,1,24,50.0
4795,<제가 좀 별나긴 합니다만> 리커버 리미티드 에디션,웹툰 · 만화,4420000,442,10000,147,화제의 그래픽 노블 <제가 좀 별나기 합니다만> 중쇄 기념 한정판 리커버를 제작합니다.,1,29,49.0
4796,당신의 지친 위를 힐링해줄 힐위고!,푸드,2210000,442,5000,73,바쁘고 힘든 우리를 위한 힐링 푸드. 당신의 지친 위를 힐링해줄 힐위고!,1,20,41.0
4797,ROYAL black :로얄 블랙,보드게임 · TRPG,8838000,441,2000000,315,끝나지 않는 왕국 간의 치열한 검은 전쟁들.전략적인 예언자가 되어 그들의 운명을 예언하라.,1,19,51.0
4798,우리는 아직도 섹스를 모른다 <에로틱 세계사>,출판,8837000,441,20038,441,당신은 언제 ‘진짜’ 섹스를 해보았나요?,1,26,23.0
4799,동양판타지풍 수묵스타일 패턴 문양 브러쉬 세트,웹툰 리소스,2209000,441,5009,83,동양풍판타지 SUT + PNG 문양 깔끔 + 수묵스타일 포함 브러쉬 세트입니다 :),1,26,47.0
4800,평범한 빵의 화려한 변신 프랑스 오픈 샌드위치 타르틴,푸드,4416900,441,10015,204,"슬라이스한 빵 위에 환상의 조합, 
빵에 올리기만 하면 완성되는 초간단 프랑스 요리",1,30,47.0
4801,합성첨가물 제로! 자연재료 수제 팝시클 딸기와 순수우유!,푸드,1325000,441,3004,42,인공 합성 첨가물 없이 자연재료들로 만드는 아이스크림 입니다.,1,32,35.0
4802,"만화로 배우는 고양이 말기 간호, 임종 케어",웹툰 · 만화,4416000,441,10013,250,"아픈 고양이, 노묘의 편안한 돌봄을 돕는 '본격 고양이 간병만화' 출간 프로젝트",1,25,45.0
4803,"포근한 겨울 살결 냄새, 리운스 바닐라 우드 향수",향수 · 뷰티,13245750,441,3000000,363,"당신의 겨울을 낭만적으로 만들어 줄 향수, 리운스 바닐라우드 젠더리스",1,28,39.0
4804,"호감가는 대화의 비밀, 한 알로 가볍게 챙기는 숨결케어",홈 · 리빙,4413200,441,1000000,129,"[식약처인증/구취감소 98%] 씹을수록 상쾌한 데일리 덴탈케어, 환경까지 챙긴 순수 성분!",1,31,51.0
4805,The Lost World. 초록빛 강에 흘러온 몽환적 향,향수 · 뷰티,4411700,441,10003,108,"지구 속 비밀 공간, 그곳을 둘러싼 이슬 맺힌 꽃밭과 살구 나무를 보러 오세요.",1,33,45.0
4806,[웹툰 스케치업] 유흥거리와 실내 5종.,웹툰 리소스,4411000,441,10002,87,"유흥거리와 실내건물인 룸술집,실내포차,호텔,오피스텔,다트 펍이 포함되어있는 상품입니다.",1,23,49.0
4807,"세상에 없던 패브릭 굿즈 ""양화대교/광안대교""",캐릭터 · 굿즈,2205125,441,500000,76,"더 새롭게 돌아온 패브릭 굿즈 만드는 gra_y goods의 프로젝트 ""대교"" 담요/러그",1,26,50.0
4808,"[앵콜] 올 여름, 더욱 빛날 ‘나’를 위한 은반지 SET",주얼리,1323000,441,3000,48,"여름에 착용하기 좋은, 온전히 나를 표현하며 빛내줄 은반지 SET",1,33,37.0
4809,비혼여성들이 만드는 잡지 <잡지 비평> vol.4,출판,4409000,440,10020,226,"비혼여성의 시각, 잡지 <비평>",1,28,18.0
4810,당신에게 행운을 안겨줄 열두 별의 신비로운 향기,홈 · 리빙,6612450,440,15028,127,당신에게 행운을 가져다 줄 신비로운 별자리의 향기를 만나보세요.ෆ,1,27,37.0
4811,한눈에 보이는 CMYK 컬러인쇄 가이드 (러프글로스지판),예술,35265000,440,8000000,915,그래픽 소프트웨어에서 컬러를 지정할 때 믿고 참고할 수 있는 CMYK 컬러인쇄 가이드,1,32,48.0
4812,"[스케치업 웹툰배경]종합격투기, 복싱 체육관 및 경기장",웹툰 리소스,2204000,440,500000,76,"옥타곤, 링 격투스포츠 경기장 및 체육관 스케치업 웹툰배경",1,31,33.0
4813,"일년플랜, 두장으로 관리하자! 2020년 하프 캘린더",디자인 문구,2203500,440,5007,265,2020년 상반기와 하반기를 더욱 계획적으로 작성할 수 있는 하프 캘린더를 소개합니다.,1,30,49.0
4814,그랑프리 블랙북시리즈 제0권 : F1 용어집 1000,출판,52862000,440,120140,783,F1/모터스포츠를 더 알고 싶은 분들을 위해 간단하게 정리한 1000개의 용어/개념 설명,1,30,50.0
4815,[웹툰 배경/블랜더]9가지 이상 지형 모델링,웹툰 리소스,4405000,440,10011,53,배경 작업시간 단축을 위한 지형 모델링 및 사용 강좌입니다.,1,25,34.0
4816,"두루마기의 재해석, 우지(wooji) 봄.가을 트렌치코트",의류,11008000,440,25018,89,"2021년은 다를테니까, 봄가을을 특별하게 만들어줄 남녀공용 3WAY 두루마기 트렌치코트.",1,32,51.0
4817,고양이 자수양말 '냥말' - 은혜 갚을 물꼬,의류,4403000,440,10006,277,"고양이 냥말 프로젝트! 발바닥에 고양이 젤리를, 뒷꿈치에는 냥이 얼굴 자수를 넣었습니다.",1,25,50.0
4818,"차근차근 성장일기, <창업의 여정과 창업가들>",출판,4401000,440,1000000,101,대학생인 제가 직접 창업을 준비하며 성장해나가는 과정을 담은 책입니다.,1,26,40.0
4819,[향수] 꽃으로 지은 한복과 따뜻한 우디의 위로의 묘약,향수 · 뷰티,3608000,440,8200,72,선녀가 꽃으로 지은 한복과 호랑이 할아버지가 나무로 만든 특효약을 담은 향수,1,31,43.0
4820,"새빨갛게 철학하기! 공간, 도도한 식탁",출판,4400000,440,10000,92,"요리, 소통 철학 등 커뮤니티가 책이 되는 사계절순환잡지에서 우리들의 이야기를 담습니다",1,22,49.0
4821,지겨운 단어책은 이제 그만! [만화로 외우는 영단어] 4권,출판,13197200,439,3000000,72,"초, 중등 교과서에서 뽑은 유용한 어휘와 표현을 배우고, 예문은 영어 만화로 읽고 외운다.",1,33,51.0
4822,[친환경 티백] 3가지 한국 순수잎차로 즐기는 힐링 티타임,푸드,4398000,439,10018,97,"[ 다도레 순수잎차 티백 시리즈 ] 한국의 유기농 잎차 세 가지를, 친환경 티백에 담았어요",1,33,51.0
4823,2022년 세밀화 달력 '피고지고',디자인 문구,2638000,439,6009,63,"규방문화와 한국의 아름다운 꽃과 나무를 세밀화로 표현한 2022달력,미니포스터,그림책",1,20,48.0
4824,당신에게 '힐링'을 #원석힐링,주얼리,1319000,439,3004,38,'원석 힐링' 원석으로 마음을 치유해 보세요. 저와 취향을 나눠요.,1,17,38.0
4825,유튜브 구독자가 보이는 The Red Play Button,홈 · 리빙,4396000,439,10013,88,"유튜버에게 가장 좋은 선물, 유튜버의 구독자 수를 보여주는 레드플레이버튼입니다",1,33,44.0
4826,[피카타임 하세요♥️] 2nd 골든에그 ‘휘낭시에’ 세트,푸드,1317800,439,3001,32,안녕하세요 친환경 디저트샵 피카타임에서 프랑스 고급 구움과자 휘낭시에 소개해 드립니다,1,32,48.0
